Concepto;Sub concepto;Año_Recaudo;Mes;Monto
 Accesorios Sobre los Impuestos a los Ingresos; Accesorios Sobre los Impuestos a los Ingresos;2020;Enero;203528408.1
Impuestos Sobre la Propiedad;  - Operaciones Inmobiliarias;2020;Enero;508672271.4
Impuestos Sobre la Propiedad;Impuestos sobre los Activos (Empresas);2020;Enero;197409840.8
Impuestos Sobre la Propiedad;  - Imp. S/Prop. Inmobiliaria (Persona Física);2020;Enero;81319843.45
Impuestos Sobre la Propiedad;  - Impuesto Sobre Sucesiones y Donaciones;2020;Enero;45728366.61
Impuestos Sobre la Propiedad;  - Impuesto Sobre los Activos Financieros(Ley139-11);2020;Enero;591266.84
Impuestos Sobre la Propiedad;  - Imp. Sobre Traspaso Vehículos de Motor;2020;Enero;129326808.6
Impuestos Sobre la Propiedad;  - Constitución de Cias;2020;Enero;17566446.7
Impuestos Sobre la Propiedad;  - Impuestos S/Cheques y Transf. Bancarias;2020;Enero;903526884.2
Impuestos Sobre la Propiedad;  - Actos Traslativos;2020;Enero;0
Impuestos Sobre la Propiedad;  - Accesorios sobre la Propiedad;2020;Enero;145488929.4
 Impuestos Sobre los Bienes y Servicios;   - ITBIS;2020;Enero;13444844026
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuestos Selectivos  Prod derivados del Alcohol;2020;Enero;1089884216
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo a las cervezas;2020;Enero;1763559445
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo al Tabaco;2020;Enero;48134213.85
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos 16% Ad-Valorem;2020;Enero;1630310665
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos Específico;2020;Enero;2997058596
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/Ss. De Telecomunicaciones;2020;Enero;664103282
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/ los Seguros;2020;Enero;630036313.2
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Otros;2020;Enero;6782254.21
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp. Inscripción Vehículos (Primera Placa);2020;Enero;1140965011
 Impuestos Sobre el Uso de Bienes y Licencias;    - Derecho de Circulación Vehículos de Motor;2020;Enero;248294808.9
 Impuestos Sobre el Uso de Bienes y Licencias;    - Impuesto Sobre Tramitación de Documentos;2020;Enero;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Licencias para portar Armas de Fuego;2020;Enero;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp Específico Bancas (Lotería y Deportivas);2020;Enero;105483304.2
 Impuestos Sobre el Uso de Bienes y Licencias;    - Otros;2020;Enero;27353.76
 Accesorios Sobre Impuestos Internos a Mercancías y Servicios; Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2020;Enero;96396708.91
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Salida de Pasajeros al Exterior por Aeropuertos;2020;Enero;672455156
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Derechos Consulares       ;2020;Enero;0
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Otros;2020;Enero;141592
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Accesorios de Impuestos Sobre el Comercio Exterior;2020;Enero;0
Impuestos Ecológico;   - Impuesto Emisiones CO2;2020;Enero;83709035.15
Ingresos por Contraprestación ;   - Ventas de Bienes y Servicios;2020;Enero;0
Ingresos por Contraprestación ;   - Tasas Tarjetas de Turismo;2020;Enero;286342327.6
Ingresos por Contraprestación ;   - Derechos Administrativos;2020;Enero;2663822
Ingresos por Contraprestación ;   - Accesorios de Derechos Administrativos;2020;Enero;0
Otros Ingresos;  - Regalía Neta de Fundición Minera (RNF);2020;Enero;284328830.5
Otros Ingresos;  - Multas y Sanciones;2020;Enero;21268646.72
Otros Ingresos;  - Ingresos Diversos;2020;Enero;2388174.63
Otros Ingresos;  -Contribución GLP;2020;Enero;710536413.8
Otros Ingresos;  - Otros;2020;Enero;718165.77
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de las Personas Físicas Ley 11-92;2020;Febrero;139302354.4
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de los Salarios Ley 11-92;2020;Febrero;4317599048
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Prestación Serv. Grales.;2020;Febrero;382176357.7
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención sobre Premios;2020;Febrero;58893427.15
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Alquileres y Arrendamientos;2020;Febrero;71186107.89
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Retribuciones Complementarias;2020;Febrero;143266621.3
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Intereses Personas Físicas;2020;Febrero;419888748.6
 Impuestos de las Empresas y Otras Corporaciones;  - Impuesto S/Renta de las Empresas Ley 11-92;2020;Febrero;5762078325
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Mínimo Anual Minero;2020;Febrero;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto S/Utilidades Mineras (PUN);2020;Febrero;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Ley 139-11;2020;Febrero;43062901.72
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Comerciales;2020;Febrero;73760877.34
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Casinos de Juego  ;2020;Febrero;18493032.07
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto por Juegos Telefónicos;2020;Febrero;1796648.98
 Impuestos de las Empresas y Otras Corporaciones;   - Hipodromos;2020;Febrero;0
 Impuestos de las Empresas y Otras Corporaciones;   - Retención de 1%  S/ Ganancias de Capital (Ley 139-11);2020;Febrero;5373235.23
 Impuestos de las Empresas y Otras Corporaciones;   - Retención Intereses Personas Jurídicas;2020;Febrero;42616277.29
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Dividendos;2020;Febrero;249575322.9
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Intereses Pagados o Acreditados en el Exterior;2020;Febrero;104510838
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Pagos al Exterior en General;2020;Febrero;1040956109
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Imp S/Ventas de Bancas (Lotería y Deportivas);2020;Febrero;18680711.33
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Impuesto sobre Maq Tragamonedas;2020;Febrero;61057301.16
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Provisión de Bs. y Ss. Al Estado;2020;Febrero;843240923.3
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otras Retenciones;2020;Febrero;61764034.29
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otros;2020;Febrero;94602009.89
 Accesorios Sobre los Impuestos a los Ingresos; Accesorios Sobre los Impuestos a los Ingresos;2020;Febrero;119319132.7
Impuestos Sobre la Propiedad;  - Operaciones Inmobiliarias;2020;Febrero;537597303.9
Impuestos Sobre la Propiedad;Impuestos sobre los Activos (Empresas);2020;Febrero;92873153.7
Impuestos Sobre la Propiedad;  - Imp. S/Prop. Inmobiliaria (Persona Física);2020;Febrero;212568140.5
Impuestos Sobre la Propiedad;  - Impuesto Sobre Sucesiones y Donaciones;2020;Febrero;42561805.25
Impuestos Sobre la Propiedad;  - Impuesto Sobre los Activos Financieros(Ley139-11);2020;Febrero;591230.18
Impuestos Sobre la Propiedad;  - Imp. Sobre Traspaso Vehículos de Motor;2020;Febrero;107995062.1
Impuestos Sobre la Propiedad;  - Constitución de Cias;2020;Febrero;46256301.14
Impuestos Sobre la Propiedad;  - Impuestos S/Cheques y Transf. Bancarias;2020;Febrero;683908688.8
Impuestos Sobre la Propiedad;  - Actos Traslativos;2020;Febrero;0
Impuestos Sobre la Propiedad;  - Accesorios sobre la Propiedad;2020;Febrero;111545431.3
 Impuestos Sobre los Bienes y Servicios;   - ITBIS;2020;Febrero;10310676962
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuestos Selectivos  Prod derivados del Alcohol;2020;Febrero;451832703.2
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo a las cervezas;2020;Febrero;1145875345
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo al Tabaco;2020;Febrero;28387354.93
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos 16% Ad-Valorem;2020;Febrero;1564809667
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos Específico;2020;Febrero;3273596354
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/Ss. De Telecomunicaciones;2020;Febrero;633563897.2
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/ los Seguros;2020;Febrero;680132233.5
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Otros;2020;Febrero;721666.34
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp. Inscripción Vehículos (Primera Placa);2020;Febrero;971415069
 Impuestos Sobre el Uso de Bienes y Licencias;    - Derecho de Circulación Vehículos de Motor;2020;Febrero;48928729
 Impuestos Sobre el Uso de Bienes y Licencias;    - Impuesto Sobre Tramitación de Documentos;2020;Febrero;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Licencias para portar Armas de Fuego;2020;Febrero;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp Específico Bancas (Lotería y Deportivas);2020;Febrero;105694383.5
 Impuestos Sobre el Uso de Bienes y Licencias;    - Otros;2020;Febrero;28360.13
 Accesorios Sobre Impuestos Internos a Mercancías y Servicios; Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2020;Febrero;66978058.21
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Salida de Pasajeros al Exterior por Aeropuertos;2020;Febrero;627450197.8
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Derechos Consulares       ;2020;Febrero;0
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Otros;2020;Febrero;287287
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Accesorios de Impuestos Sobre el Comercio Exterior;2020;Febrero;0
Impuestos Ecológico;   - Impuesto Emisiones CO2;2020;Febrero;65517056.62
Ingresos por Contraprestación ;   - Ventas de Bienes y Servicios;2020;Febrero;0
Ingresos por Contraprestación ;   - Tasas Tarjetas de Turismo;2020;Febrero;362417405.4
Ingresos por Contraprestación ;   - Derechos Administrativos;2020;Febrero;2633433
Ingresos por Contraprestación ;   - Accesorios de Derechos Administrativos;2020;Febrero;0
Otros Ingresos;  - Regalía Neta de Fundición Minera (RNF);2020;Febrero;211387301.1
Otros Ingresos;  - Multas y Sanciones;2020;Febrero;8212190.8
Otros Ingresos;  - Ingresos Diversos;2020;Febrero;12973293.03
Otros Ingresos;  -Contribución GLP;2020;Febrero;775174665
Otros Ingresos;  - Otros;2020;Febrero;181112.22
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de las Personas Físicas Ley 11-92;2020;Marzo;291777150.4
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de los Salarios Ley 11-92;2020;Marzo;3741162288
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Prestación Serv. Grales.;2020;Marzo;349297759.5
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención sobre Premios;2020;Marzo;36207056.94
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Alquileres y Arrendamientos;2020;Marzo;80914267.35
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Retribuciones Complementarias;2020;Marzo;111544794.8
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Intereses Personas Físicas;2020;Marzo;342499884.4
 Impuestos de las Empresas y Otras Corporaciones;  - Impuesto S/Renta de las Empresas Ley 11-92;2020;Marzo;5729577422
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Mínimo Anual Minero;2020;Marzo;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto S/Utilidades Mineras (PUN);2020;Marzo;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Ley 139-11;2020;Marzo;45589125.93
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Comerciales;2020;Marzo;70279321.09
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Casinos de Juego  ;2020;Marzo;18150094.3
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto por Juegos Telefónicos;2020;Marzo;1800188.64
 Impuestos de las Empresas y Otras Corporaciones;   - Hipodromos;2020;Marzo;0
 Impuestos de las Empresas y Otras Corporaciones;   - Retención de 1%  S/ Ganancias de Capital (Ley 139-11);2020;Marzo;386749.3
 Impuestos de las Empresas y Otras Corporaciones;   - Retención Intereses Personas Jurídicas;2020;Marzo;34627069.83
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Dividendos;2020;Marzo;575792056.7
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Intereses Pagados o Acreditados en el Exterior;2020;Marzo;72718420.4
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Pagos al Exterior en General;2020;Marzo;993317403.5
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Imp S/Ventas de Bancas (Lotería y Deportivas);2020;Marzo;11375627.85
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Impuesto sobre Maq Tragamonedas;2020;Marzo;60262426.04
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Provisión de Bs. y Ss. Al Estado;2020;Marzo;852336445.8
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otras Retenciones;2020;Marzo;70453043.17
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otros;2020;Marzo;80426116.21
 Accesorios Sobre los Impuestos a los Ingresos; Accesorios Sobre los Impuestos a los Ingresos;2020;Marzo;72300916.94
Impuestos Sobre la Propiedad;  - Operaciones Inmobiliarias;2020;Marzo;358750330
Impuestos Sobre la Propiedad;Impuestos sobre los Activos (Empresas);2020;Marzo;65496187.47
Impuestos Sobre la Propiedad;  - Imp. S/Prop. Inmobiliaria (Persona Física);2020;Marzo;1019062566
Impuestos Sobre la Propiedad;  - Impuesto Sobre Sucesiones y Donaciones;2020;Marzo;32441114.41
Impuestos Sobre la Propiedad;  - Impuesto Sobre los Activos Financieros(Ley139-11);2020;Marzo;611365.08
Impuestos Sobre la Propiedad;  - Imp. Sobre Traspaso Vehículos de Motor;2020;Marzo;78299125.41
Impuestos Sobre la Propiedad;  - Constitución de Cias;2020;Marzo;144347150.8
Impuestos Sobre la Propiedad;  - Impuestos S/Cheques y Transf. Bancarias;2020;Marzo;729066643
Impuestos Sobre la Propiedad;  - Actos Traslativos;2020;Marzo;0
Impuestos Sobre la Propiedad;  - Accesorios sobre la Propiedad;2020;Marzo;84770038.83
 Impuestos Sobre los Bienes y Servicios;   - ITBIS;2020;Marzo;6503713635
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuestos Selectivos  Prod derivados del Alcohol;2020;Marzo;436015253.5
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo a las cervezas;2020;Marzo;1155648543
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo al Tabaco;2020;Marzo;36869516.54
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos 16% Ad-Valorem;2020;Marzo;1336359020
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos Específico;2020;Marzo;2864883463
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/Ss. De Telecomunicaciones;2020;Marzo;622507735.9
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/ los Seguros;2020;Marzo;612033903.4
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Otros;2020;Marzo;1732513.27
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp. Inscripción Vehículos (Primera Placa);2020;Marzo;641838238.7
 Impuestos Sobre el Uso de Bienes y Licencias;    - Derecho de Circulación Vehículos de Motor;2020;Marzo;30959428
 Impuestos Sobre el Uso de Bienes y Licencias;    - Impuesto Sobre Tramitación de Documentos;2020;Marzo;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Licencias para portar Armas de Fuego;2020;Marzo;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp Específico Bancas (Lotería y Deportivas);2020;Marzo;66584511.59
 Impuestos Sobre el Uso de Bienes y Licencias;    - Otros;2020;Marzo;515
 Accesorios Sobre Impuestos Internos a Mercancías y Servicios; Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2020;Marzo;46928199.65
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Salida de Pasajeros al Exterior por Aeropuertos;2020;Marzo;552125337.6
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Derechos Consulares       ;2020;Marzo;0
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Otros;2020;Marzo;397535
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Accesorios de Impuestos Sobre el Comercio Exterior;2020;Marzo;0
Impuestos Ecológico;   - Impuesto Emisiones CO2;2020;Marzo;46946697.16
Ingresos por Contraprestación ;   - Ventas de Bienes y Servicios;2020;Marzo;0
Ingresos por Contraprestación ;   - Tasas Tarjetas de Turismo;2020;Marzo;324999498.6
Ingresos por Contraprestación ;   - Derechos Administrativos;2020;Marzo;1776531.96
Ingresos por Contraprestación ;   - Accesorios de Derechos Administrativos;2020;Marzo;0
Otros Ingresos;  - Regalía Neta de Fundición Minera (RNF);2020;Marzo;216606484.5
Otros Ingresos;  - Multas y Sanciones;2020;Marzo;7905709.35
Otros Ingresos;  - Ingresos Diversos;2020;Marzo;2126094.27
Otros Ingresos;  -Contribución GLP;2020;Marzo;747062139
Otros Ingresos;  - Otros;2020;Marzo;120852.63
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de las Personas Físicas Ley 11-92;2020;Abril;57211350.35
Impuestos Sobre la Renta de las Personas Físicas ;  - Impuesto S/Renta de los Salarios Ley 11-92;2020;Abril;3816070386
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Prestación Serv. Grales.;2020;Abril;348473969.8
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención sobre Premios;2020;Abril;30154089.62
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Alquileres y Arrendamientos;2020;Abril;52715028.41
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Retribuciones Complementarias;2020;Abril;118374252.5
Impuestos Sobre la Renta de las Personas Físicas ;  - Retención Intereses Personas Físicas;2020;Abril;302982670.2
 Impuestos de las Empresas y Otras Corporaciones;  - Impuesto S/Renta de las Empresas Ley 11-92;2020;Abril;5910178617
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Mínimo Anual Minero;2020;Abril;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto S/Utilidades Mineras (PUN);2020;Abril;3210886405
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Ley 139-11;2020;Abril;35439149.1
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Sobre Ventas Zonas Francas Comerciales;2020;Abril;40103820.6
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto Casinos de Juego  ;2020;Abril;0
 Impuestos de las Empresas y Otras Corporaciones;   - Impuesto por Juegos Telefónicos;2020;Abril;386936.86
 Impuestos de las Empresas y Otras Corporaciones;   - Hipodromos;2020;Abril;0
 Impuestos de las Empresas y Otras Corporaciones;   - Retención de 1%  S/ Ganancias de Capital (Ley 139-11);2020;Abril;22763884.49
 Impuestos de las Empresas y Otras Corporaciones;   - Retención Intereses Personas Jurídicas;2020;Abril;29219131.18
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Dividendos;2020;Abril;565148354.6
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Intereses Pagados o Acreditados en el Exterior;2020;Abril;171491941.8
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Pagos al Exterior en General;2020;Abril;932139161
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Imp S/Ventas de Bancas (Lotería y Deportivas);2020;Abril;1029568.25
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Impuesto sobre Maq Tragamonedas;2020;Abril;1225619
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Provisión de Bs. y Ss. Al Estado;2020;Abril;631208455.4
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otras Retenciones;2020;Abril;39857874.91
 Impuestos S/ los Ingresos Aplicados Sin Distinción de Persona;   - Otros;2020;Abril;59899040.39
 Accesorios Sobre los Impuestos a los Ingresos; Accesorios Sobre los Impuestos a los Ingresos;2020;Abril;44244733.45
Impuestos Sobre la Propiedad;  - Operaciones Inmobiliarias;2020;Abril;0
Impuestos Sobre la Propiedad;Impuestos sobre los Activos (Empresas);2020;Abril;54346170.14
Impuestos Sobre la Propiedad;  - Imp. S/Prop. Inmobiliaria (Persona Física);2020;Abril;17632105.04
Impuestos Sobre la Propiedad;  - Impuesto Sobre Sucesiones y Donaciones;2020;Abril;7232976.16
Impuestos Sobre la Propiedad;  - Impuesto Sobre los Activos Financieros(Ley139-11);2020;Abril;620824.92
Impuestos Sobre la Propiedad;  - Imp. Sobre Traspaso Vehículos de Motor;2020;Abril;60759.09
Impuestos Sobre la Propiedad;  - Constitución de Cias;2020;Abril;5217194.12
Impuestos Sobre la Propiedad;  - Impuestos S/Cheques y Transf. Bancarias;2020;Abril;393652426.2
Impuestos Sobre la Propiedad;  - Actos Traslativos;2020;Abril;0
Impuestos Sobre la Propiedad;  - Accesorios sobre la Propiedad;2020;Abril;13168538.93
 Impuestos Sobre los Bienes y Servicios;   - ITBIS;2020;Abril;5021496001
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuestos Selectivos  Prod derivados del Alcohol;2020;Abril;182443770.5
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo a las cervezas;2020;Abril;229058848.3
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto Selectivo al Tabaco;2020;Abril;5552831.16
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos 16% Ad-Valorem;2020;Abril;621180364.3
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Hidrocarburos Específico;2020;Abril;1537978287
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/Ss. De Telecomunicaciones;2020;Abril;620862165.7
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Impuesto S/ los Seguros;2020;Abril;509296895.5
 Impuestos Adicionales y Selectivos Sobre Bienes y Servicios;   - Otros;2020;Abril;214843.07
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp. Inscripción Vehículos (Primera Placa);2020;Abril;35841.51
 Impuestos Sobre el Uso de Bienes y Licencias;    - Derecho de Circulación Vehículos de Motor;2020;Abril;246500
 Impuestos Sobre el Uso de Bienes y Licencias;    - Impuesto Sobre Tramitación de Documentos;2020;Abril;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Licencias para portar Armas de Fuego;2020;Abril;0
 Impuestos Sobre el Uso de Bienes y Licencias;    - Imp Específico Bancas (Lotería y Deportivas);2020;Abril;4021504.16
 Impuestos Sobre el Uso de Bienes y Licencias;    - Otros;2020;Abril;0
 Accesorios Sobre Impuestos Internos a Mercancías y Servicios; Accesorios Sobre Impuestos Internos a Mercancías y Servicios;2020;Abril;12094374.5
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Salida de Pasajeros al Exterior por Aeropuertos;2020;Abril;90355906.31
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Derechos Consulares       ;2020;Abril;0
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Otros;2020;Abril;278727
Impuestos s/el Comercio y las Transacciones Comercio Exterior;   - Accesorios de Impuestos Sobre el Comercio Exterior;2020;Abril;0
Impuestos Ecológico;   - Impuesto Emisiones CO2;2020;Abril;2108.32
